0,49,1738,60,2021-07-31 01:24:38,4,True
1,53,1270,28,1972-10-03 05:52:26,1,True
2,33,733,28,2004-10-16 19:14:57,16,False
3,62,1903,28,1997-07-22 16:37:16,14,False
4,38,1116,12,2002-06-07 21:09:22,14,False
5,45,1929,94,2009-09-13 00:56:31,5,True
6,27,1376,60,2004-05-06 01:26:19,9,True
7,17,1791,94,1989-03-07 02:49:29,15,False
8,17,1494,12,2021-06-07 14:46:20,6,True
9,12,886,28,2012-01-30 15:28:30,2,False
10,32,1823,60,2006-03-29 22:34:49,15,True
11,90,1075,12,2010-12-17 08:34:11,11,True
12,18,9,12,1991-02-08 18:14:04,6,True
13,12,1004,60,2019-09-01 01:35:57,4,False
14,9,908,28,2016-07-18 12:18:29,6,True
15,42,446,12,2002-02-17 04:06:03,15,True
16,71,1637,28,1976-11-07 22:36:42,1,True
17,45,1926,94,1999-07-19 09:35:13,7,True
18,40,433,28,2011-07-28 16:16:28,3,True
19,81,400,94,1983-12-01 07:43:32,14,True
20,70,1802,60,2002-06-18 03:24:51,3,True
21,56,539,94,2005-06-24 07:33:33,6,False
22,33,1668,28,1974-03-28 23:13:05,12,False
23,70,449,12,1970-12-16 00:12:04,3,False
24,11,1113,28,2018-12-23 08:33:58,2,False
25,51,31,94,2018-05-02 10:40:11,2,False
26,85,1464,94,2012-07-20 01:35:46,2,False
27,0,1874,60,2011-08-22 18:49:50,11,True
28,63,574,28,1992-09-02 02:50:57,1,True
29,31,1462,28,2019-09-12 04:08:29,17,False
30,41,399,28,2017-11-19 03:07:33,4,True
31,8,1086,12,1983-01-01 23:57:26,1,False
32,72,467,60,1985-02-01 11:31:35,2,True
33,30,1015,94,2024-09-01 05:59:18,2,False
34,18,474,12,2024-08-28 03:13:02,7,False
35,69,1839,94,2000-06-26 08:15:30,7,False
36,11,874,60,1975-06-23 11:47:52,5,True
37,40,1575,94,2004-07-25 22:23:39,7,True
38,62,1410,60,1977-06-03 15:32:24,1,False
39,38,1299,60,2007-07-07 19:43:23,2,True
40,37,1145,12,2018-01-30 16:18:06,13,True
41,15,1257,60,2007-04-03 17:13:25,5,True
42,42,382,28,2006-10-07 19:43:28,6,False
43,26,1050,94,2024-05-26 20:50:43,12,True
44,77,1791,94,2007-03-29 11:28:19,12,True
45,75,569,12,1989-07-29 18:14:31,6,False
46,56,1211,28,1976-03-27 12:40:22,9,True
47,76,616,94,2024-04-19 18:46:40,2,True
48,49,532,60,1991-07-30 05:48:46,7,True
49,73,78,94,1986-06-23 14:32:36,4,False
50,37,750,28,1982-07-07 01:58:02,5,False
51,24,761,94,1982-09-16 04:30:18,11,True
52,4,1979,12,2011-09-13 13:26:11,4,True
53,84,804,60,1987-09-12 17:34:17,8,True
54,60,704,28,1974-09-14 02:57:34,1,False
55,11,1971,12,2016-03-09 18:36:45,11,False
56,96,1270,28,1978-11-11 17:54:29,10,False
57,19,1474,60,1972-08-18 10:35:31,5,False
58,10,232,94,2017-08-03 18:17:56,13,True
59,69,820,60,2016-07-06 10:40:05,1,False
60,50,891,94,2017-12-29 21:56:08,3,False
61,67,1421,94,1988-10-03 22:09:34,9,True
62,66,872,94,1986-01-10 10:15:19,8,False
63,27,1509,60,2016-03-28 10:14:27,1,True
64,75,476,60,1998-07-17 19:42:24,6,False
65,74,1962,60,1988-09-23 09:38:40,3,True
66,57,333,94,2003-07-12 00:22:58,5,False
67,84,1237,60,2013-08-20 00:48:13,7,False
68,89,1224,94,2023-12-27 04:50:53,6,True
69,45,1989,60,1975-08-10 09:24:08,7,False
70,41,563,60,2011-09-13 19:21:39,5,False
71,14,1736,12,2003-02-07 15:16:10,17,False
72,75,1055,60,2012-11-18 09:31:47,1,True
73,42,644,94,1982-12-15 21:24:23,17,True
74,31,540,60,1971-02-07 21:03:43,13,False
75,93,1471,28,1988-06-11 16:26:39,4,True
76,14,1516,94,2017-12-31 03:35:32,3,False
77,28,1859,60,1995-04-27 14:33:00,2,False
78,21,1274,60,1992-08-18 05:32:30,1,False
79,54,1586,28,1974-03-26 19:14:42,9,False
80,12,298,94,2023-04-17 12:23:13,15,False
81,18,1813,60,2017-06-23 16:44:51,11,True
82,28,595,60,1973-01-29 07:10:16,15,True
83,73,495,60,2013-02-27 06:51:42,5,False
84,68,1480,12,2010-12-24 00:41:16,10,False
85,87,1755,28,1975-01-14 04:52:15,11,False
86,3,1154,60,1978-06-21 01:34:17,11,False
87,81,1302,28,1982-10-30 16:55:46,7,False
88,77,126,28,2009-03-12 09:19:11,10,False
89,15,344,94,1996-08-15 13:30:18,2,False
90,11,6,12,1995-03-10 21:04:31,2,False
91,14,1630,94,1972-06-23 12:41:45,4,True
92,77,1558,60,1971-06-22 18:40:59,2,True
93,24,1601,60,1982-08-03 12:03:33,8,False
94,91,1482,60,1978-06-07 10:20:45,1,False
95,61,1090,28,1984-04-30 21:46:53,11,True
96,93,262,28,2024-06-28 15:57:01,10,True
97,7,407,94,2016-03-25 06:23:22,4,False
98,2,901,12,2007-01-14 01:04:14,8,True
99,54,464,94,2012-03-26 02:18:21,3,True
100,12,617,60,1987-09-09 08:15:13,9,True
101,8,838,94,1985-01-10 17:47:40,9,True
102,9,1389,28,2014-01-09 10:13:32,2,False
103,38,270,60,1993-11-02 14:29:32,7,True
104,55,655,94,1982-04-09 19:49:06,18,False
105,7,144,12,2004-04-09 22:52:39,5,True
106,59,528,28,1972-09-05 18:18:45,14,True
107,76,1699,60,1976-11-13 09:51:52,7,True
108,89,1449,12,1996-08-17 05:20:36,14,True
109,25,994,12,1987-09-14 15:31:46,6,True
110,45,1994,12,2019-10-14 23:23:17,2,True
111,60,1098,94,2008-10-09 16:10:31,12,True
112,21,1672,94,2017-06-24 08:30:54,9,False
113,86,1321,12,1983-11-04 21:35:05,7,True
114,98,213,12,1973-12-13 20:44:05,16,True
115,86,1621,94,1980-10-07 07:07:26,5,False
116,20,237,28,1993-04-18 05:23:04,2,True
117,67,1149,94,1987-01-22 20:49:27,3,True
118,15,945,60,2010-08-12 07:55:46,1,False
119,56,1327,60,2015-04-18 17:20:21,9,True
120,22,79,28,1970-11-25 04:20:54,8,True
121,60,361,60,2016-05-12 07:45:09,10,False
122,52,1560,12,2008-09-23 08:58:22,7,True
123,65,1535,28,1991-03-13 00:46:24,6,True
124,83,940,12,1994-04-22 01:16:35,15,True
125,49,576,28,2014-10-02 03:20:38,8,False
126,32,1228,28,1980-06-10 02:16:49,6,True
127,71,153,28,2017-01-04 11:49:41,5,False
128,1,1345,60,2001-03-01 12:19:24,5,False
129,94,905,28,1975-05-20 09:21:06,3,False
130,42,448,94,2020-04-16 08:17:17,6,False
131,5,565,94,2007-01-16 03:13:41,1,False
132,35,1573,94,1979-03-06 09:45:54,2,True
133,30,530,60,2021-11-12 18:07:07,11,True
134,61,24,94,1993-12-20 14:43:57,4,False
135,78,1401,28,1989-08-04 05:51:50,1,False
136,86,660,12,1994-06-11 23:51:30,3,True
137,75,1659,28,2013-02-15 21:19:10,1,True
138,79,1075,12,1979-01-03 10:26:18,2,False
139,91,544,60,1991-02-12 11:42:58,13,True
140,49,417,12,2020-12-07 17:13:06,13,False
141,53,1751,60,2014-04-16 12:55:30,6,False
142,10,689,94,1970-02-07 21:13:59,1,False
143,76,1096,94,1983-02-01 21:06:35,12,True
144,89,386,60,1992-10-03 14:22:50,9,True
145,20,919,28,1986-04-17 17:11:04,17,False
146,28,1237,60,2013-05-17 15:33:11,3,True
147,57,872,94,1995-10-08 08:22:16,10,True
148,90,1073,28,2015-11-07 18:33:37,7,False
149,72,1325,60,1998-03-15 03:02:46,3,True
150,4,1763,94,1997-05-17 09:39:16,9,False
151,89,979,60,2008-08-13 14:26:10,7,True
152,53,1762,60,2022-07-19 18:43:12,5,False
153,84,625,28,2018-04-01 10:34:34,13,True
154,5,1237,60,1981-04-10 20:58:11,10,True
155,57,1292,12,1974-05-07 21:40:05,10,False
156,33,415,12,2017-09-27 06:41:47,11,False
157,20,1522,60,2000-05-17 10:55:23,7,True
158,67,1614,94,2003-02-28 01:14:58,10,False
159,71,639,60,2011-02-06 22:32:40,6,True
160,96,1352,94,1970-01-02 17:15:18,9,False
161,4,1525,28,2003-08-28 22:03:19,11,True
162,41,559,94,1991-03-28 05:59:41,6,True
163,59,1036,94,1973-05-24 04:51:18,2,True
164,53,1622,12,1982-10-17 19:08:30,1,False
